,ticker,cik
5832,nine,1532286
5833,wter,1532390
5834,arc,1305168
5835,pme,1517130
5836,bwen,1120370
5837,ugro,1706524
5838,fcti,1714379
5839,vjet,1582581
5840,hmnf,921183
5841,pdex,788920
5842,aei,1750106
5843,link,828146
5844,pesi,891532
5845,epsn,1726126
5846,nwhm,1574596
5847,trib,888721
5848,vs,1701963
5849,ygmz,1782037
5850,bpt,850033
5851,amrb,1108236
5852,glv,1288795
5853,bhse,1759186
5854,sbow,351817
5855,eaco,784539
5856,cbli,1318641
5857,soli,1750384
5858,ewst,1543066
5859,clrb,1279704
5860,cmmb,1534248
5861,alna,1624658
5862,sdsya,1163609
5863,esea,1341170
5864,cclp,1449488
5865,sinc,1532595
5866,quik,882508
5867,ktcc,719733
5868,pgz,1557523
5869,cev,1074692
5870,nref,1786248
5871,bse,1181024
5872,coda,1334325
5873,elmd,1488917
5874,pnf,1140410
5875,btcy,1630113
5876,auvi,1811109
5877,most,1113513
5878,isdr,843006
5879,usap,931584
5880,cmtv,718413
5881,iqst,1527702
5882,fmbm,740806
5883,verb,1566610
5884,cwbr,1522602
5885,bspe,1834045
5886,lnsr,1320350
5887,rngr,1699039
5888,pfx,1490349
5889,tops,1296484
5890,edi,1551040
5891,alot,8146
5892,rell,355948
5893,nspr,1433607
5894,wlms,1136294
5895,fxnc,719402
5896,mack,1274792
5897,egif,1575771
5898,sypr,864240
5899,meec,728385
5900,pfmt,1550695
5901,zgyh,1773086
5902,lft,1547546
5903,wfcf,1360565
5904,vlt,846671
5905,kbnt,1729750
5906,uboh,1087456
5907,gfed,1046203
5908,capc,814926
5909,cney,1780785
5910,intg,69422
5911,smm,1534293
5912,moho,1763197
5913,cxh,847411
5914,tllyf,1689382
5915,dbe,1383062
5916,csu,1043000
5917,lsbk,1341318
5918,synl,95953
5919,ffbw,1787384
5920,nvcn,1399708
5921,sync,1408278
5922,qtmm,1403570
5923,juvf,714712
5924,twgl,1763329
5925,vabk,1572334
5926,ekso,1549084
5927,lpth,889971
5928,nms,1607997
5929,axim,1514946
5930,omex,798528
5931,ipwr,1507957
5932,lacq,1716947
5933,kins,33992
5934,knwn,1074828
5935,gaxy,1127993
5936,tsrmf,1431922
5937,alid,1575295
5938,bbi,819050
5939,fnhc,1069996
5940,lqmt,1141240
5941,sif,90168
5942,erdcf,1398972
5943,jp,1616291
5944,dare,1401914
5945,usau,27093
5946,igc,1326205
5947,tc,1743340
5948,strm,1008586
5949,cthr,1015155
5950,ubcp,731653
5951,mie,1564216
5952,pfbx,770460
5953,utgn,832480
5954,fgprq,922358
5955,cemi,1092662
5956,jill,1687932
5957,aau,1015647
5958,arkr,779544
5959,hudi,1791725
5960,nick,1000045
5961,tpz,1408201
5962,prkr,914139
5963,snwv,1417663
5964,qlgn,1460702
5965,awre,1015739
5966,atif,1755058
5967,brqs,1650575
5968,iccc,811641
5969,hall,819913
5970,ppbt,1614744
5971,pte,1076682
5972,tren,1740797
5973,mgyr,1337068
5974,dtss,1631282
5975,fpocf,1177439
5976,mfh,1527762
5977,emma,822370
5978,pulm,1574235
5979,catb,1454789
5980,ntip,1065078
5981,mnpr,1645469
5982,bbgi,1099160
5983,iwbb,1648365
5984,rgt,1514490
5985,btzi,1525852
5986,gshn,1639327
5987,mrzm,1413754
5988,lghl,1806524
5989,tccr,1108645
5990,artx,916529
5991,intv,1520118
5992,bgi,1179821
5993,emcf,858800
5994,bioc,1044378
5995,ssvff,1397616
5996,bmra,73290
5997,brpa,1719406
5998,zgsi,1574186
5999,ocup,1228627
6000,arpo,1422142
6001,bkrrf,1699906
6002,dtrc,1182737
6003,vtnr,890447
6004,gecc,1675033
6005,salm,1050606
6006,myo,1369290
6007,crws,25895
6008,anpc,1786511
6009,fbss,1083643
6010,cptp,202947
6011,spazf,1337090
6012,gbs,1725430
6013,jhaa,1753217
6014,tblt,1668370
6015,pltyf,1433309
6016,cxdc,1353970
6017,mfd,1276469
6018,chnr,793628
6019,dvd,1017673
6020,nxtd,1566826
6021,evy,1074685
6022,trtc,1451512
6023,icmb,1578348
6024,vcnx,1205922
6025,airt,353184
6026,onvo,1497253
6027,nhtc,912061
6028,turn,893739
6029,eea,791718
6030,ddf,896923
6031,minm,1467761
6032,bttr,1471727
6033,gpft,1205181
6034,achv,949858
6035,sotk,806172
6036,vism,1082733
6037,volt,103872
6038,wpg,1594686
6039,yten,1121702
6040,bfy,1176197
6041,huge,1771885
6042,teum,1084384
6043,idra,861838
6044,qrhc,1442236
6045,clro,840715
6046,neph,1196298
6047,axr,6207
6048,nbw,1178840
6049,cosm,1474167
6050,dgly,1342958
6051,petv,1512922
6052,lkcru,1156174
6053,feo,1363438
6054,krbp,1792581
6055,clabf,1640152
6056,tomz,314227
6057,fco,876717
6058,asgi,1793855
6059,evok,1403708
6060,fedu,1709819
6061,srts,1494891
6062,grnv,1788841
6063,ezgo,1806904
6064,cycc,1130166
6065,crcw,1688126
6066,ante,1413745
6067,bpsr,1557376
6068,loncf,1472619
6069,bcac,1814140
6070,cnig,1582244
6071,ecrp,1696898
6072,bluw,1817944
6073,asrv,707605
6074,edsa,1540159
6075,mkgi,1372183
6076,skky,1546853
6077,vmar,1813783
6078,itp,1358190
6079,geg,1831096
6080,ughb,1552743
6081,ug,101295
6082,age,1708599
6083,foxw,1829999
6084,nbrv,1641640
6085,bcow,1751692
6086,nna,1437260
6087,phx,315131
6088,aihs,1711012
6089,ards,1614067
6090,avepy,1446189
6091,jrsh,1696558
6092,poai,1446159
6093,wmpn,1828376
6094,iroq,1514743
6095,wdlf,1281984
6096,rvph,1742927
6097,vrdn,1590750
6098,hdsn,925528
6099,tphs,724742
6100,ovtz,1107280
6101,brfh,1487197
6102,ccel,862692
6103,mmtif,1085921
6104,pkkw,1657642
6105,cyrn,1084577
6106,arhh,1798270
6107,rcon,1442620
6108,ccgn,1439299
6109,irr,1372117
6110,srax,1538217
6111,bhat,1759136
6112,cgix,1349929
6113,slrx,1615219
6114,fgnv,1687919
6115,byfc,1001171
6116,cnsp,1729427
6117,jmm,838131
6118,kspn,795212
6119,tess,927355
6120,fmo,1305197
6121,pbhc,1609065
6122,lmrxf,1001500
6123,vcf,907573
6124,iotc,1095130
6125,wint,946486
6126,uuraf,1495651
6127,sigy,1642159
6128,envb,890821
6129,pfie,1289636
6130,pure,1006028
6131,hty,1396502
6132,smid,924719
6133,nukk,1592782
6134,bmmj,1715611
6135,lor,1323206
6136,cphc,1672909
6137,mza,911308
6138,airrf,1476573
6139,gene,1166272
6140,imte,1668438
6141,igap,1506983
6142,cdbmf,1545634
6143,crkn,1761696
6144,sbbi,1489264
6145,gsum,1647338
6146,ncsm,1692427
6147,bbq,1021270
6148,apdn,744452
6149,rfil,740664
6150,inteq,1525773
6151,rzlt,1509261
6152,szsmf,1548536
6153,mots,1686850
6154,sonm,1178697
6155,dit,928465
6156,cscw,1747661
6157,bsqr,1054721
6158,lgl,61004
6159,sckt,944075
6160,aljj,1438731
6161,nulgf,1502758
6162,occi,1716951
6163,bomh,1678746
6164,ghsi,1642375
6165,navb,810509
6166,bcda,925741
6167,maxd,1353499
6168,nete,1499961
6169,prt,1724009
6170,botj,1275101
6171,vam,1703117
6172,sobr,1425627
6173,hnna,1145255
6174,agba,1769624
6175,zivo,1101026
6176,tlss,1463208
6177,fpay,1397047
6178,nbo,1178841
6179,hwcc,1356949
6180,ktra,1498382
6181,dwsn,799165
6182,odii,1781405
6183,xeri,1481504
6184,mays,54187
6185,rail,1320854
6186,phil,704172
6187,ufab,1617669
6188,benh,1568139
6189,rkda,1469443
6190,sskn,1051514
6191,mbot,883975
6192,venv,1692981
6193,glxz,13156
6194,pmhg,1586454
6195,abio,907654
6196,gryn,1443388
6197,bmbn,804563
6198,jcs,22701
6199,mne,1232863
6200,hnrg,788965
6201,adxn,1574232
6202,snpw,1343465
6203,aehr,1040470
6204,fsea,1769267
6205,pt,1716338
6206,brli,1787518
6207,sing,1443611
6208,phcf,1729089
6209,dogz,1707303
6210,soho,1301236
6211,ambo,1494558
6212,ptix,1022899
6213,ftmr,1382231
6214,vbfc,1290476
6215,fusb,717806
6216,nuze,1527613
6217,cety,1329606
6218,jt,1713923
6219,obas,1077618
6220,cbkm,1006830
6221,utsi,1030471
6222,pixy,1675634
6223,rskia,84112
6224,bvxv,1611747
6225,alim,1267602
6226,mugh,1746119
6227,sqbg,1648428
6228,enzn,727510
6229,cann,1477009
6230,nphc,1119643
6231,vfl,895574
6232,ifmk,1681941
6233,hjli,1661053
6234,mtc,1742518
6235,wcrs,1363958
6236,eltp,1053369
6237,ikt,1750149
6238,ntox,844538
6239,sntw,1619096
6240,dxyn,29332
6241,bkti,2186
6242,apwc,1026980
6243,tanh,1588084
6244,aker,1321834
6245,snmp,1362705
6246,exdw,1634293
6247,life,1339970
6248,avlnf,1362898
6249,dswl,946936
6250,fgb,1392994
6251,frd,39092
6252,kffb,1297341
6253,adad,1593204
6254,cvu,889348
6255,mndo,1119083
6256,athe,1131343
6257,rsss,1386301
6258,gnwsf,1454263
6259,sngx,812796
6260,smkg,900475
6261,zcmd,1785566
6262,moxc,1516805
6263,scyyf,1408146
6264,loan,1080340
6265,fmy,1319183
6266,bwl-a,13573
6267,voc,1505413
6268,goed,1810140
6269,acer,1069308
6270,nxn,885731
6271,bmix,1540684
6272,irl,858707
6273,bbig,1717556
6274,gifi,1031623
6275,dusyf,1551887
6276,mdgs,1618500
6277,bdic,1586495
6278,happ,1751876
6279,gfgy,1181749
6280,cvsi,1510964
6281,cuii,1512927
6282,pktx,1128189
6283,knit,1696195
6284,crt,881787
6285,blph,1600132
6286,acor,1008848
6287,fsi,1069394
6288,betrf,1464165
6289,egf,1336050
6290,pyn,1181505
6291,tlgt,352998
6292,cbsc,1022183
6293,simp,1274032
6294,dwnx,927719
6295,ntwk,1039280
6296,cdelf,1611831
6297,lowlf,1838128
6298,aphe,855787
6299,wcagy,1586941
6300,cen,1576340
6301,sfor,1285543
6302,xpl,917225
6303,nnvc,1379006
6304,tngl,1337085
6305,pxs,1640043
6306,aqsp,1391135
6307,curr,1643301
6308,ppih,914122
6309,grcy,1768910
6310,cbmb,1742089
6311,gtim,825324
6312,srv,1400897
6313,ahc,1413898
6314,dpls,866439
6315,meds,1382574
6316,virc,751365
6317,inis,1038277
6318,kiq,1161814
6319,pred,1382943
6320,hfbl,1500375
6321,ttcm,1389067
6322,cuen,1424657
6323,jupw,1760903
6324,tlcc,1590695
6325,hsto,1383701
6326,indo,1757840
6327,ampg,1518461
6328,btn,946454
6329,tglo,1066684
6330,ltum,1415332
6331,vivc,1703073
6332,sint,1269026
6333,mrm,1819704
6334,opnt,1385508
6335,btcs,1436229
6336,leat,1456189
6337,bnet,875729
6338,lixt,1335105
6339,tatt,808439
6340,trvi,1563880
6341,alac,1748621
6342,xteg,1472468
6343,mjne,1456857
6344,msvb,1734875
6345,mdjh,1741534
6346,cdor,929545
6347,sgni,1023198
6348,hgsh,1158420
6349,sdwl,1753931
6350,avhoq,1575969
6351,mvo,1371782
6352,bpth,1133818
6353,gnrv,1418489
6354,airi,1009891
6355,hoth,1711786
6356,ior,949961
6357,plag,1117057
6358,akom,1590496
6359,dxr,27367
6360,njmc,1030192
6361,cpix,1087294
6362,jakk,1009829
6363,fwp,1604924
6364,scx,93676
6365,io,866609
6366,emhtf,1768225
6367,ithuf,1643154
6368,evol,1052054
6369,sgb,315849
6370,jgldf,1686000
6371,hcdi,1784567
6372,cif,833021
6373,buks,15847
6374,astc,1001907
6375,ribt,1063537
6376,crtg,1375195
6377,pvl,1520048
6378,trmt,1708405
6379,hson,1210708
6380,bfgx,1741257
6381,pmcb,1157075
6382,basa,1448705
6383,pnpl,1654672
6384,glbs,1499780
6385,viri,1818844
6386,pcf,810943
6387,cphi,1106644
6388,voni,1693690
6389,uwhr,898171
6390,clcs,1569340
6391,olb,1314196
6392,llit,1474627
6393,ttp,1526329
6394,cjjd,1413263
6395,ppsi,1449792
6396,cyap,1230524
6397,seac,1019671
6398,sgbx,1023994
6399,anda,1691936
6400,adtx,1726711
6401,celz,1187953
6402,chci,1299969
6403,prfx,1801834
6404,clwd,743758
6405,ears,1601936
6406,daio,351998
6407,gwhp,1598308
6408,sbfm,1402328
6409,evk,943184
6410,rcmt,700841
6411,iid,1395627
6412,fbva,1596123
6413,genh,1527102
6414,kanp,1230058
6415,icch,1681903
6416,etfm,867028
6417,xtgrf,1288770
6418,tltff,923883
6419,crtd,1357671
6420,nby,1389545
6421,invo,1417926
6422,sonn,1106838
6423,mdly,1611110
6424,ivitf,1737647
6425,vyst,1308027
6426,prpo,1043961
6427,bdl,12040
6428,mgti,1001601
6429,dsgt,1413909
6430,dxlg,813298
6431,igxt,1098880
6432,bsfc,1730773
6433,gvp,944480
6434,spyr,829325
6435,mlnd,1544227
6436,cnbx,1343009
6437,mmex,1440799
6438,mfv,856128
6439,gure,885462
6440,self,1031235
6441,cpta,1571329
6442,wwin,1657045
6443,blgo,880242
6444,wvvi,838875
6445,pbla,1029125
6446,cull,1845799
6447,skye,1516551
6448,nwpp,1163389
6449,edtk,1782309
6450,imh,1000298
6451,mjhi,1789330
6452,cryo,1468679
6453,esp,33533
6454,ncra,1756180
6455,reto,1687277
6456,tgen,1537435
6457,hcbc,1044676
6458,shrg,1644488
6459,bhtg,1590383
6460,nanx,883107
6461,rand,81955
6462,lemif,1542731
6463,miti,802257
6464,omqs,278165
6465,cei,1309082
6466,iehc,50292
6467,bcii,1084370
6468,cetx,1435064
6469,hvbc,1594555
6470,agnpf,1642178
6471,sprt,1104855
6472,sfet,1725332
6473,syhbf,1541190
6474,ltbr,1084554
6475,ipdn,1546296
6476,stbi,1166362
6477,ggrou,1489874
6478,gigm,1105101
6479,ppbn,1031233
6480,syta,1649009
6481,auto,1023364
6482,nrt,72633
6483,lismf,1643715
6484,nugs,1290504
6485,phio,1533040
6486,canf,1536196
6487,wtt,878828
6488,ptbs,925173
6489,pnbk,1098146
6490,newa,1678022
6491,trrb,1498232
6492,xelb,1083220
6493,emgcq,1494448
6494,eyeg,1372514
6495,tectp,1766526
6496,otel,1288359
6497,iptk,1067873
6498,clhrf,813639
6499,gnbt,1059784
6500,hgld,1551206
6501,dxf,1499494
6502,nes,1403853
6503,pzg,1629210
6504,celp,1587246
6505,lmfa,1640384
6506,pmd,806517
6507,cnnb,1787005
6508,tayd,96536
6509,nviv,1292519
6510,live,1045742
6511,sglb,788611
6512,idwm,1463833
6513,adil,1513525
6514,chfs,1506492
6515,tpcs,1328792
6516,iinx,1528308
6517,crvw,1377149
6518,vtsi,1085243
6519,hmmr,1539680
6520,mpad,65759
6521,jctcf,885307
6522,obln,1427570
6523,xlrm,1138608
6524,rmcf,1616262
6525,sqft,1080657
6526,inti,1042418
6527,dlpn,1282224
6528,trnf,1778805
6529,cnfr,1502292
6530,cspi,356037
6531,ffhl,1381074
6532,shldq,1310067
6533,vino,1559998
6534,sode,1726286
6535,adom,1563568
6536,hannf,1123267
6537,cuba,880406
6538,ndvn,1659183
6539,cohn,1270436
6540,mymx,927761
6541,pati,1616741
6542,zyrx,1558740
6543,wizp,1218683
6544,imrn,1660046
6545,mtex,1056358
6546,hrbr,899394
6547,tlfa,909724
6548,taug,1142790
6549,pgcg,1462047
6550,auud,1554818
6551,aamc,1555074
6552,yvr,884247
6553,cca,1092896
6554,mlyf,1801762
6555,wstrf,1621906
6556,rivu,1079282
6557,vive,879682
6558,hlrtf,1418149
6559,loac,1743858
6560,jrjc,1297830
6561,sgrp,1004989
6562,sprcy,1611746
6563,fdct,1722731
6564,hx,1702318
6565,gbbt,1647705
6566,sofo,1029744
6567,staf,1499717
6568,rkfl,823546
6569,qegy,1295961
6570,carv,1016178
6571,spcb,1291855
6572,glbz,890066
6573,tptw,1661039
6574,wisa,1682149
6575,inkw,1585380
6576,omws,1676852
6577,grf,850027
6578,aey,874292
6579,surg,1392694
6580,agtx,1603345
6581,nyv,1454981
6582,hnckf,1336364
6583,rgrx,707511
6584,ilal,1657214
6585,hfbk,1484737
6586,kequ,55529
6587,icon,857737
6588,vlon,1824293
6589,eqtrf,1635729
6590,arth,1537561
6591,qnto,1391933
6592,inm,1728328
6593,hrrb,1379368
6594,iaic,803578
6595,osbk,1076691
6596,nvnt,1282980
6597,nom,899782
6598,slgd,88000
6599,eltk,1024672
6600,job,40570
6601,myt,1543268
6602,cvvuf,1023109
6603,vrme,1104038
6604,qubt,1758009
6605,bvtef,1271580
6606,srmc,100625
6607,plin,1735556
6608,cga,857949
6609,warm,1399352
6610,whlr,1527541
6611,vplm,1410738
6612,prsi,79661
6613,prka,1297937
6614,pnckf,877019
6615,jsda,1083522
6616,lmrmf,1588837
6617,artl,1621221
6618,osn,1485538
6619,msn,32621
6620,ssnt,1236275
6621,tlrs,1288750
6622,thmo,811212
6623,mind,926423
6624,inbp,1016504
6625,edxc,1109486
6626,ndp,1547158
6627,znrg,1568875
6628,mhe,901824
6629,blyq,1591565
6630,acan,1508348
6631,cvv,766792
6632,sxtc,1723980
6633,axas,867665
6634,phcg,1351573
6635,govx,832489
6636,sfrx,1106213
6637,intwf,1526890
6638,ptpi,1815903
6639,brsf,1662382
6640,wgmcf,1680962
6641,ainc,1604738
6642,ftlf,1374328
6643,bimi,1213660
6644,rave,718332
6645,ttnp,910267
6646,pgid,1061164
6647,laab,1584480
6648,tenx,34956
6649,drrsf,1421570
6650,vnue,1376804
6651,bant,1704795
6652,lbao,1586452
6653,bsrc,1371128
6654,wmllf,1077640
6655,whlm,1013706
6656,aturf,1515251
6657,mnkkq,1567892
6658,arao,1083922
6659,lepx,1617351
6660,tgiff,1706145
6661,unam,100716
6662,cfoo,1310630
6663,wvfc,910679
6664,alrt,1087022
6665,dtgi,1014052
6666,bzm,1169029
6667,jva,1007019
6668,beob,1480170
6669,wscrf,795800
6670,gbr,105744
6671,grwc,1448558
6672,bkyi,1019034
6673,pshg,1481241
6674,soan,1502152
6675,dtst,1419951
6676,fami,1701261
6677,bnso,846546
6678,crcuf,868822
6679,occ,1000230
6680,empr,887396
6681,rsls,1371217
6682,btim,1622231
6683,ford,38264
6684,kgkg,1802546
6685,dlti,1420368
6686,mdia,1784254
6687,mtp,1643918
6688,dvcr,919956
6689,siocf,1524326
6690,senr,1576197
6691,scnd,87802
6692,bdrex,1745846
6693,xito,1651932
6694,bkucf,1463978
6695,nsec,865058
6696,zpas,1635748
6697,pbmlf,1319150
6698,duot,1396536
6699,uslg,1536394
6700,snca,1357459
6701,csjt,1451797
6702,pbsv,1304161
6703,heol,1371451
6704,wksp,1096275
6705,gril,1701756
6706,htgm,1169987
6707,sctc,1577445
6708,denr,1435387
6709,sumr,1314772
6710,pvct,315545
6711,rdgl,1449349
6712,falc,922521
6713,glgi,1088413
6714,msbc,1169483
6715,hrth,45919
6716,kitl,1608092
6717,imac,1729944
6718,silo,1514183
6719,altd,1664127
6720,ncpl,1414767
6721,blnc,1632121
6722,clsh,1522222
6723,bfnh,1310488
6724,brst,764897
6725,blcm,1358403
6726,cleu,1775085
6727,creg,721693
6728,uwhgf,1763543
6729,naov,1326706
6730,hyex,1630176
6731,rihc,1423586
6732,eqs,878932
6733,svbl,1031093
6734,esoa,1357971
6735,qbio,1596062
6736,vicp,1468639
6737,vrpx,1708331
6738,inqd,1572565
6739,ipsi,1591913
6740,ltgj,1445175
6741,plrtf,1639142
6742,eawd,1563298
6743,isns,943034
6744,rgbd,812149
6745,nsfdf,1009922
6746,bhv,1169034
6747,oilff,1755068
6748,rsrv,83350
6749,rbcn,1410172
6750,ogaa,1749849
6751,crmz,315958
6752,aemd,882291
6753,axxa,1789383
6754,sdpi,1600422
6755,dofsq,949039
6756,cvr,19871
6757,nris,1603793
6758,fsrl,1172102
6759,wafu,1716770
6760,tmbr,1504167
6761,mhpc,1277998
6762,tait,942126
6763,ckx,352955
6764,ctek,1011432
6765,fgco,1377167
6766,asdn,1425203
6767,pers,1521168
6768,ormnf,1458057
6769,gbny,1823365
6770,cfdb,1651987
6771,dfco,725394
6772,smit,922612
6773,fgf,1591890
6774,qtrrf,1339688
6775,tbba,1751700
6776,ccur,749038
6777,grusf,1463000
6778,crex,1356093
6779,wddd,1961
6780,clev,1414382
6781,pstv,1095981
6782,matn,908259
6783,icd,1537028
6784,mosy,890394
6785,sdrlf,1737706
6786,sgma,915358
6787,gyro,1589061
6788,acfn,880984
6789,rcrt,1462223
6790,brn,10048
6791,srna,1482541
6792,iht,82473
6793,pubc,1575858
6794,husn,1687542
6795,clad,1501958
6796,lyl,1682241
6797,ggo,1635193
6798,xnda,1624985
6799,ausi,826253
6800,gdsi,1011662
6801,wrpsf,1482436
6802,any,1591956
6803,cyan,768408
6804,edry,1731388
6805,pcfp,1632053
6806,opvs,1571636
6807,bntt,1501268
6808,grmm,1662574
6809,vkin,1102432
6810,aurx,1091596
6811,nsys,722313
6812,mobq,1084267
6813,blbx,1567900
6814,trck,1045942
6815,svt,89140
6816,east,1534708
6817,xbio,1534525
6818,hpr,1725526
6819,usrm,1388319
6820,bctx,1610820
6821,ngtf,1593001
6822,avmr,1676163
6823,dbs,1383054
6824,cavr,1461679
6825,peye,867840
6826,lbcmd,1580110
6827,cbds,1360442
6828,pmpg,1301838
6829,amar,1014763
6830,lhil,1723187
6831,arcw,826326
6832,jan,862861
6833,mrin,1389002
6834,ghmp,1464865
6835,idxg,1054102
6836,moaey,1449617
6837,winr,1708410
6838,worx,1674227
6839,cgol,1759352
6840,iknx,1083301
6841,mdex,1318268
6842,srre,1083490
6843,tigcf,1387473
6844,enrt,1346022
6845,ammj,945617
6846,ssy,96793
6847,hsdt,1610853
6848,cloq,1437517
6849,numd,1543637
6850,sedo,1661600
6851,lvrlf,1168981
6852,stly,797465
6853,ahpi,874710
6854,reli,1812727
6855,ensv,319458
6856,nlbs,1563463
6857,rlby,34285
6858,qmci,1101433
6859,rviv,1718500
6860,useg,101594
6861,gspe,1341726
6862,pfin,75340
6863,nvfy,1473334
6864,pqeff,1561180
6865,rmed,1716621
6866,rwrdp,1652350
6867,ntec,1638381
6868,obtx,1730869
6869,apqt,1669778
6870,leds,1333822
6871,usdr,1638911
6872,dynt,720875
6873,husa,1156041
6874,otivf,1021604
6875,hjgp,1421819
6876,bvfl,1302387
6877,dse,1603998
6878,psycf,1527587
6879,efoi,924168
6880,grcaf,1393435
6881,bimt,1678848
6882,snrg,1652539
6883,cbdy,1586554
6884,trux,1578019
6885,mcoa,1078799
6886,syte,1096934
6887,clwt,1026662
6888,fugi,1336277
6889,gblx,1165320
6890,kbph,1164888
6891,nvdef,1398713
6892,whlt,1025771
6893,bkor,1398006
6894,trt,732026
6895,hybt,1086303
6896,gtmay,1163560
6897,rscf,1103090
6898,snes,1680378
6899,xtlb,1023549
6900,gads,711665
6901,tapp,1407343
6902,hdvy,1141788
6903,tmbxf,1072772
6904,mxe,863900
6905,pwvi,933972
6906,else,351789
6907,agol,1533030
6908,ivfh,312257
6909,fbsi,912967
6910,wect,1409175
6911,abqq,1605331
6912,payd,1017655
6913,dkmr,1379043
6914,dysl,30831
6915,tsri,98338
6916,gpox,1673475
6917,ughl,1621199
6918,sowg,1490161
6919,oxbr,1584831
6920,lvvv,1421289
6921,bixt,1445815
6922,sprs,747540
6923,mhtx,1099132
6924,sgbi,1104280
6925,bwmg,1166708
6926,omps,1103640
6927,erkh,1769725
6928,clts,1165639
6929,bdr,1000683
6930,uuu,102109
6931,updc,836937
6932,piac,845385
6933,spnd,867038
6934,vaso,839087
6935,avcrf,1355736
6936,anldf,1519469
6937,dynr,1111741
6938,digaf,1369128
6939,bmnm,1275477
6940,garwf,1403870
6941,fpvd,1518720
6942,buuz,1174891
6943,mslp,1415684
6944,owpc,1622244
6945,chhe,1309057
6946,blin,1378590
6947,alkm,1522165
6948,chkr,1524769
6949,allm,1549145
6950,bosc,1005516
6951,reac,1520528
6952,rcg,919567
6953,igen,1393540
6954,mxc,66418
6955,tofb,730349
6956,dsny,1099369
6957,opxs,1397016
6958,tssi,1320760
6959,strr,707388
6960,ams,744825
6961,ssok,1559157
6962,smdm,923601
6963,ethof,1482753
6964,bntc,1808898
6965,clnh,1479681
6966,xdsl,825322
6967,pwco,733337
6968,alpe,1023298
6969,flylf,1403749
6970,empm,1478682
6971,sodi,91668
6972,zxaiy,1506756
6973,pctl,1119897
6974,artw,7623
6975,mxrof,1116548
6976,ucle,1543623
6977,vspc,1270200
6978,jcdaf,1095747
6979,fdlb,910492
6980,gzcc,1267612
6981,apeuf,1582284
6982,vrvr,1536089
6983,gwti,1572386
6984,snoa,1367083
6985,cblaq,910612
6986,prsey,1437736
6987,awx,1061069
6988,swgi,1626696
6989,airo,1105542
6990,tyht,1300734
6991,prcx,1572384
6992,suwn,806592
6993,paxh,1350156
6994,gbcs,727346
6995,nihk,1084475
6996,smme,1301991
6997,ctib,1042187
6998,icotf,1421642
6999,ryes,1424864
7000,fmfg,1698022
7001,sipn,1128252
7002,fwav,1652958
7003,mdrr,1654595
7004,iwsy,941685
7005,jpotf,1061612
7006,hiho,1026785
7007,cmxc,1493712
7008,fotb,1099668
7009,pfho,1138476
7010,nuro,1289850
7011,apop,1671502
7012,gmpw,1064722
7013,bstg,1563665
7014,ilhmf,1522142
7015,vxel,1623590
7016,vyey,700764
7017,alds,1755101
7018,mexgf,1609436
7019,jshg,1475430
7020,mcujf,1133519
7021,frfr,1622408
7022,ornc,1098996
7023,eqmef,1792554
7024,tbtc,1090396
7025,nrrwf,1680637
7026,hltt,1307624
7027,cbnt,1421636
7028,ewll,1550020
7029,bicx,1443863
7030,fdit,1593184
7031,cfok,1047446
7032,janl,1133062
7033,acy,1036848
7034,ygyi,1569329
7035,clri,1362516
7036,ivst,1735012
7037,blilf,1703253
7038,tppm,1692068
7039,hbis,1489588
7040,clci,1658304
7041,grnf,1492448
7042,hewa,754813
7043,tapm,1647170
7044,vcor,1627041
7045,urlof,1115672
7046,rmhb,1670869
7047,abcp,20639
7048,hhse,1069680
7049,mmnd,1088638
7050,iaalf,1450894
7051,crwe,1103833
7052,hfus,1482554
7053,wizd,1162896
7054,towtf,1579026
7055,aehl,1470683
7056,mysz,1211805
7057,hitc,1584693
7058,swisf,1771755
7059,brll,1631463
7060,hmg,311817
7061,mlfb,1308569
7062,ptnyf,1819074
7063,bxng,1632323
7064,scia,830616
7065,nrbt,1388180
7066,brmt,1658880
7067,axnvf,1682948
7068,nptx,1615999
7069,sgmd,919175
7070,itnrf,1293977
7071,amih,1300524
7072,tikk,96885
7073,cpmd,1081938
7074,mtsl,1025561
7075,blpg,1416697
7076,ophc,1288855
7077,mlrkf,1409680
7078,zzll,1365357
7079,fflo,1543652
7080,aac,1829432
7081,cvat,1376793
7082,bnkl,1508381
7083,luvu,1374567
7084,clow,1619227
7085,grst,792935
7086,qhyg,1423723
7087,ccyc,1681769
7088,abmt,1385799
7089,brvo,1444839
7090,dpww,1559172
7091,rlm,1718903
7092,lbuy,1643721
7093,pvnnf,1627480
7094,adru,1169717
7095,vfrm,1669400
7096,giga,719274
7097,snnaf,1160191
7098,crzy,1005119
7099,sndd,1353406
7100,pgol,1080448
7101,yuanf,1417370
7102,tarsf,1409036
7103,inlx,1081745
7104,axref,1175596
7105,cngt,1304741
7106,vynd,1745078
7107,snny,1571398
7108,prpcf,1545224
7109,exeo,1528760
7110,isig,875355
7111,msrt,1589149
7112,osat,1058307
7113,trlff,1698370
7114,nnup,888981
7115,ervff,1023023
7116,icct,1408057
7117,vaucf,1723047
7118,esbs,1358254
7119,cosg,1706509
7120,pxhi,1271075
7121,vrty,1418115
7122,chcr,22872
7123,nahd,1485029
7124,vide,758743
7125,mmtrs,66496
7126,gporq,874499
7127,thmg,711034
7128,myhi,1507181
7129,phbi,1435181
